objectid,roadsegid,iamfloc,rd20full,xstrt1,xstrt2,llowaddr,lhighaddr,rlowaddr,rhighaddr,zip,pwidth,pav_length,paveclass,funclass,cpname,pci23,pci23_d,road_norm,c1,c2,seg_key,adt_recent,adt_date,adt_mean,n_counts,seg_miles,vmt_day_recent
22972,912267.0,SS-004906-PV1,BRITANNIA BL,OTAY MESA RD,AIRWAY RD,1601.0,2099.0,1600.0,2098.0,92154.0,40.0,2647.6496,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Otay Mesa,35.36,Very Poor,BRITANNIA BL,OTAY MESA RD,AIRWAY RD,BRITANNIA BL|AIRWAY RD|OTAY MESA RD,15953.0,2019-10-15,18902.0,4.0,0.5014487878787879,7999.6125130303035
25117,931342.0,SS-018917-PV1,MONTEZUMA RD,YERBA SANTA DR,54TH ST,5200.0,5398.0,5201.0,5399.0,92115.0,80.0,1.23,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,College Area,32.38,Very Poor,MONTEZUMA RD,YERBA SANTA DR,54TH ST,MONTEZUMA RD|54TH ST|YERBA SANTA DR,26763.0,2018-04-11,26968.4,5.0,0.00023295454545454544,6.2345625
10631,908952.0,SS-021211-PV1,PARK RIDGE BL,WANDERMERE DR,HYDE PARK DR,6600.0,6998.0,6601.0,6999.0,92120.0,32.0,1465.9919,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Navajo,28.92,Very Poor,PARK RIDGE BL,WANDERMERE DR,HYDE PARK DR,PARK RIDGE BL|HYDE PARK DR|WANDERMERE DR,3434.0,2013-06-04,3736.3333333333335,3.0,0.27764998106060607,953.4500349621212
24909,931226.0,SS-027073-PV1,ULRIC ST,BURROUGHS ST,DUNLOP ST,2200.0,2298.0,2201.0,2299.0,92111.0,64.0,551.464,AC Improved,CL 2 LANE COLLECTOR,Linda Vista,98.04,Good,ULRIC ST,BURROUGHS ST,DUNLOP ST,ULRIC ST|BURROUGHS ST|DUNLOP ST,8877.0,2014-01-09,8523.5,2.0,0.10444393939393941,927.1488500000002
19026,918758.0,SS-011688-PV1,G ST,21ST ST,22ND ST,2100.0,2198.0,2101.0,2199.0,92102.0,52.0,279.8105,AC Improved,RES RESIDENTIAL LOCAL STREET,Southeastern San Diego,65.6,Fair,G ST,21ST ST,22ND ST,G ST|21ST ST|22ND ST,4612.0,2013-12-04,4126.0,2.0,0.05299441287878788,244.4102321969697
11182,909287.0,SS-019514-PV1,MURRAY PARK DR,LOCHMOOR DR,PARK RIDGE BL,6700.0,6748.0,6701.0,6749.0,92120.0,40.0,342.9125,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Navajo,16.13,Serious,MURRAY PARK DR,LOCHMOOR DR,PARK RIDGE BL,MURRAY PARK DR|LOCHMOOR DR|PARK RIDGE BL,2930.0,2014-08-12,3220.0,4.0,0.06494554924242425,190.29045928030305
13131,927570.0,SS-005749-PV1,CAM DEL ARROYO,CAM DEL RIO NORTH,CAM DE LA REINA,5000.0,5098.0,5001.0,5099.0,92108.0,40.0,734.5978,AC Improved,RES RESIDENTIAL LOCAL STREET,Mission Valley,62.2,Fair,CAM DEL ARROYO,CAM DEL RIO NORTH,CAM DE LA REINA,CAM DEL ARROYO|CAM DE LA REINA|CAM DEL RIO NORTH,793.0,2012-08-23,793.0,1.0,0.1391283712121212,110.32879837121212
5441,904709.0,SS-022978-PV1,REGENTS RD,EXECUTIVE DR,EASTGATE ML,9300.0,9398.0,9301.0,9399.0,92037.0,58.0,660.5394,AC Improved,CL 2 LANE COLLECTOR,University,61.5,Fair,REGENTS RD,EXECUTIVE DR,EASTGATE ML,REGENTS RD|EASTGATE ML|EXECUTIVE DR,13843.0,2022-10-26,13536.125,8.0,0.1251021590909091,1731.7891882954548
9375,908076.0,SS-016871-PV1,LORING ST,FANUEL ST,GRESHAM ST,1300.0,1398.0,1301.0,1399.0,92109.0,52.0,578.2216,AC Improved,CL 2 LANE COLLECTOR,Pacific Beach,60.84,Fair,LORING ST,FANUEL ST,GRESHAM ST,LORING ST|FANUEL ST|GRESHAM ST,4483.0,2015-07-23,5037.166666666667,6.0,0.10951166666666666,490.94080166666663
22077,911448.0,SS-024393-PV1,SATURN BL,CANTAMAR RD,ELM AV,851.0,899.0,850.0,898.0,92154.0,34.0,281.0015,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Otay Mesa-Nestor,76.89,Satisfactory,SATURN BL,CANTAMAR RD,ELM AVE,SATURN BL|CANTAMAR RD|ELM AVE,14864.0,2015-02-19,14718.0,3.0,0.05321998106060606,791.0617984848485
25417,913662.0,SS-017143-PV1,MADISON AV,MISSISSIPPI ST,LOUISIANA ST,2200.0,2298.0,2201.0,2299.0,92116.0,52.0,379.0025,AC Improved,CL 2 LANE COLLECTOR,North Park,82.52,Satisfactory,MADISON AVE,MISSISSIPPI ST,LOUISIANA ST,MADISON AVE|LOUISIANA ST|MISSISSIPPI ST,6532.0,2020-03-10,6493.833333333333,6.0,0.07178077651515151,468.87203219696966
19387,919012.0,SS-017947-PV1,MEADOWBROOK DR,BLACKSTONE CT,JAMACHA RD,732.0,798.0,731.0,799.0,92114.0,35.0,737.6493,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Skyline-Paradise Hills,69.78,Fair,MEADOWBROOK DR,BLACKSTONE CT,JAMACHA RD,MEADOWBROOK DR|BLACKSTONE CT|JAMACHA RD,6064.0,2022-02-16,6230.5,6.0,0.13970630681818183,847.1790445454546
25282,931441.0,SS-011513-PV1,FRIARS RD,NAPA ST,COLUSA ST,5400.0,5698.0,5401.0,5699.0,92110.0,90.0,1780.7424,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mission Valley,81.05,Satisfactory,FRIARS RD,NAPA ST,COLUSA ST,FRIARS RD|COLUSA ST|NAPA ST,18995.0,2014-03-06,18067.5,2.0,0.3372618181818182,6406.288236363637
24731,913334.0,SS-020878-PV1,PACIFIC BEACH DR,BAYARD ST,CASS ST,900.0,998.0,901.0,999.0,92109.0,36.0,579.1872,AC Improved,CL 2 LANE SUB-COLLECTOR,Pacific Beach,59.71,Fair,PACIFIC BEACH DR,BAYARD ST,CASS ST,PACIFIC BEACH DR|BAYARD ST|CASS ST,6849.0,2015-07-28,8523.4,5.0,0.10969454545454545,751.2979418181818
25944,913832.0,SS-016456-PV1,LINCOLN AV,LOUISIANA ST,TEXAS ST,2300.0,2398.0,2301.0,2399.0,92104.0,40.0,380.0131,AC Improved,CL 2 LANE COLLECTOR,North Park,75.05,Satisfactory,LINCOLN AVE,LOUISIANA ST,TEXAS ST,LINCOLN AVE|LOUISIANA ST|TEXAS ST,1137.0,2015-09-24,1063.5,2.0,0.07197217803030304,81.83236642045455
18088,911133.0,SS-010952-PV1,FEDERAL BL,49TH ST,MARY LOU ST,4900.0,4948.0,4901.0,4949.0,92102.0,58.0,354.0015,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mid-City: Eastern Area,55.67,Fair,FEDERAL BL,49TH ST,MARY LOU ST,FEDERAL BL|49TH ST|MARY LOU ST,8774.0,2018-04-18,9772.25,4.0,0.06704573863636364,588.2593107954546
5282,925164.0,SS-014962-PV1,KEARNY VILLA RD,MIRAMAR RD,TIERRA GRANDE ST,9400.0,9448.0,9401.0,9449.0,92126.0,78.0,455.3836,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mira Mesa,54.64,Poor,KEARNY VILLA RD,MIRAMAR RD,TIERRA GRANDE ST,KEARNY VILLA RD|MIRAMAR RD|TIERRA GRANDE ST,13182.0,2013-01-29,13691.0,2.0,0.08624689393939394,1136.906555909091
6538,905761.0,SS-010934-PV1,FAY AV,GENTER ST,PEARL ST,7300.0,7498.0,7301.0,7499.0,92037.0,52.0,1148.2749,AC Improved,CL 2 LANE COLLECTOR,La Jolla,74.63,Satisfactory,FAY AVE,GENTER ST,PEARL ST,FAY AVE|GENTER ST|PEARL ST,7332.0,2015-07-22,8671.0,5.0,0.2174763068181818,1594.536281590909
14382,917049.0,SS-028126-PV1,VOLTAIRE ST,CABLE ST,BACON ST,4901.0,4999.0,4900.0,4998.0,92107.0,52.0,664.0069,AC Improved,CL 2 LANE COLLECTOR,Ocean Beach,86.32,Good,VOLTAIRE ST,CABLE ST,BACON ST,VOLTAIRE ST|BACON ST|CABLE ST,5235.0,2010-06-15,5235.0,1.0,0.12575888257575757,658.3477502840909
24584,913226.0,SS-010896-PV1,FANUEL ST,HORNBLEND ST,GARNET AV,4450.0,4498.0,4451.0,4499.0,92109.0,40.0,349.2524,PCC Jointed Concrete,CL 2 LANE COLLECTOR,Pacific Beach,24.9,Serious,FANUEL ST,HORNBLEND ST,GARNET AVE,FANUEL ST|GARNET AVE|HORNBLEND ST,3760.0,2022-07-26,5384.666666666667,3.0,0.06614628787878789,248.71004242424246
14693,928514.0,SS-001019-PV1,42ND ST,UNIVERSITY AV,POLK AV,4000.0,4098.0,4001.0,4099.0,92105.0,52.0,662.1276,AC Improved,RES RESIDENTIAL LOCAL STREET,Mid-City: City Heights,81.84,Satisfactory,42ND ST,UNIVERSITY AVE,POLK AVE,42ND ST|POLK AVE|UNIVERSITY AVE,2715.0,2009-04-15,2715.0,1.0,0.12540295454545455,340.4690215909091
15472,917436.0,SS-023542-PV1,ROSECRANS ST,KINGSLEY ST,LYTTON ST,2950.0,2998.0,2951.0,2999.0,92133.0,80.0,261.8128,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Peninsula,93.11,Good,ROSECRANS ST,KINGSLEY ST,LYTTON ST,ROSECRANS ST|KINGSLEY ST|LYTTON ST,44735.0,2013-02-14,44835.0,2.0,0.049585757575757575,2218.2188651515153
3848,924258.0,SS-030262-PV1,LIBRA DR,CANIS LN,BOOTES ST,8800.0,8968.0,8801.0,8969.0,92126.0,40.0,700.1606,AC Improved,CL 2 LANE SUB-COLLECTOR,Mira Mesa,79.83,Satisfactory,LIBRA DR,CANIS LN,BOOTES ST,LIBRA DR|BOOTES ST|CANIS LN,2235.0,2014-07-10,2147.5,2.0,0.13260617424242424,296.3747994318182
6360,905585.0,SS-013401-PV1,HERSCHEL AV,PEARL ST,VIRGINIA WY,7500.0,7598.0,7501.0,7599.0,92037.0,40.0,573.0,PCC Jointed Concrete,RES RESIDENTIAL LOCAL STREET,La Jolla,17.3,Serious,HERSCHEL AVE,PEARL ST,VIRGINIA WY,HERSCHEL AVE|PEARL ST|VIRGINIA WY,2382.0,2014-06-26,1693.5,2.0,0.10852272727272727,258.50113636363636
27611,922114.0,SS-021154-PV1,PARADISE VALLEY RD,JESTER ST,GILMARTIN DR,6400.0,6598.0,6401.0,6599.0,92139.0,48.0,1488.0236,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Skyline-Paradise Hills,86.52,Good,PARADISE VALLEY RD,JESTER ST,GILMARTIN DR,PARADISE VALLEY RD|GILMARTIN DR|JESTER ST,19787.0,2020-01-22,17882.88888888889,9.0,0.2818226515151515,5576.424805530303
12022,926711.0,SS-018324-PV1,MILTON ST,GARFIELD RD,DUNHAVEN ST,4900.0,4918.0,4901.0,4919.0,92110.0,40.0,406.7201,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Clairemont Mesa,95.36,Good,MILTON ST,GARFIELD RD,DUNHAVEN ST,MILTON ST|DUNHAVEN ST|GARFIELD RD,5311.0,2019-10-24,4994.333333333333,6.0,0.07703032196969697,409.10803998106064
14534,917093.0,SS-016287-PV1,LELAND ST,CALYPSO PL,POINSETTIA DR,3771.0,3799.0,3770.0,3798.0,92106.0,40.0,256.4,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Peninsula,73.9,Satisfactory,LELAND ST,CALYPSO PL,POINSETTIA DR,LELAND ST|CALYPSO PL|POINSETTIA DR,7868.0,2016-06-16,9333.0,8.0,0.048560606060606054,382.0748484848484
15085,917279.0,SS-019844-PV1,NEWPORT AV,CABLE ST,BACON ST,4901.0,4999.0,4900.0,4998.0,92107.0,52.0,662.6076,AC Improved,CL 2 LANE COLLECTOR,Ocean Beach,91.28,Good,NEWPORT AVE,CABLE ST,BACON ST,NEWPORT AVE|BACON ST|CABLE ST,4073.0,2022-06-23,6024.333333333333,3.0,0.12549386363636364,511.1365065909091
32248,934725.0,SS-020770-PV1,OTAY MESA RD,LA MEDIA RD,PIPER RANCH RD,8550.0,8798.0,8551.0,8799.0,92154.0,68.0,2667.5,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Otay Mesa,54.9,Poor,OTAY MESA RD,LA MEDIA RD,PIPER RANCH RD,OTAY MESA RD|LA MEDIA RD|PIPER RANCH RD,21095.0,2018-01-24,29632.6,5.0,0.5052083333333334,10657.369791666668
26127,913873.0,SS-020110-PV1,NORTH PARK WY,BANCROFT ST,33RD ST,3250.0,3298.0,3251.0,3299.0,92104.0,33.0,357.0448,AC Improved,CL 2 LANE SUB-COLLECTOR,North Park,16.98,Serious,NORTH PARK WY,BANCROFT ST,33RD ST,NORTH PARK WY|33RD ST|BANCROFT ST,7102.0,2013-03-21,7482.333333333333,3.0,0.06762212121212122,480.25230484848487
10973,909164.0,SS-008146-PV1,COWLES MTN BL,COWLES MTN PL,TOPAZ LAKE AV,6270.0,6288.0,6271.0,6289.0,92119.0,40.0,233.4994,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Navajo,26.82,Very Poor,COWLES MTN BL,COWLES MTN PL,TOPAZ LAKE AVE,COWLES MTN BL|COWLES MTN PL|TOPAZ LAKE AVE,1748.0,2013-12-10,1784.0,2.0,0.044223371212121214,77.30245287878788
26507,921549.0,SS-025904-PV1,SUNSET CLIFFS BL,PESCADERO AV,ORCHARD AV,1500.0,1548.0,1501.0,1549.0,92107.0,36.0,374.0136,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Ocean Beach,64.47,Fair,SUNSET CLIFFS BL,PESCADERO AVE,ORCHARD AVE,SUNSET CLIFFS BL|ORCHARD AVE|PESCADERO AVE,11529.0,2022-06-30,12267.6,5.0,0.07083590909090909,816.6671959090909
23425,912488.0,SS-024038-PV1,SAN DIEGUITO RD,EL CAM REAL,OLD EL CAM REAL,14020.0,14298.0,14021.0,14299.0,92130.0,40.0,322.0289,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Fairbanks Ranch Country Club,41.35,Poor,SAN DIEGUITO RD,EL CAM REAL,OLD EL CAM REAL,SAN DIEGUITO RD|EL CAM REAL|OLD EL CAM REAL,13571.0,2013-05-14,15143.0,2.0,0.060990321969696976,827.6996594507576
7217,906351.0,SS-019138-PV1,MT ABERNATHY AV,LANA DR,JAMAR DR,4750.0,4798.0,4751.0,4799.0,92117.0,40.0,448.1604,AC Improved,RES RESIDENTIAL LOCAL STREET,Clairemont Mesa,62.92,Fair,MT ABERNATHY AVE,LANA DR,JAMAR DR,MT ABERNATHY AVE|JAMAR DR|LANA DR,1922.0,2014-08-14,2088.5,2.0,0.08487886363636363,163.1371759090909
10434,908845.0,SS-022377-PV1,PRINCESS VIEW DR,GLENROY ST,PRINCESS VIEW CT,6900.0,6948.0,6901.0,6949.0,92120.0,68.0,317.7441,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Navajo,46.34,Poor,PRINCESS VIEW DR,GLENROY ST,PRINCESS VIEW CT,PRINCESS VIEW DR|GLENROY ST|PRINCESS VIEW CT,4924.0,2021-06-29,5139.333333333333,3.0,0.060178806818181815,296.3204447727273
18964,918741.0,SS-023634-PV1,ROSWELL ST,MELROSE PL,HILLTOP DR,5300.0,5348.0,5301.0,5349.0,92114.0,35.0,330.1038,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Encanto Neighborhoods,40.73,Poor,ROSWELL ST,MELROSE PL,HILLTOP DR,ROSWELL ST|HILLTOP DR|MELROSE PL,1737.0,2021-11-30,1781.2,5.0,0.06251965909090909,108.59664784090909
11666,926559.0,SS-017942-PV1,MEADOW LARK DR,PHEASANT DR,BLUE JAY DR,2460.0,2498.0,2461.0,2499.0,92123.0,36.0,291.6058,AC Improved,RES RESIDENTIAL LOCAL STREET,Serra Mesa,68.13,Fair,MEADOW LARK DR,PHEASANT DR,BLUE JAY DR,MEADOW LARK DR|BLUE JAY DR|PHEASANT DR,338.0,2013-02-26,384.3333333333333,3.0,0.05522837121212121,18.667189469696968
27910,932348.0,SS-001356-PV1,56TH ST,ADELAIDE AV,EL CAJON BL,4450.0,4498.0,4451.0,4499.0,92115.0,30.0,296.0291,AC Improved,CL 2 LANE SUB-COLLECTOR,Mid-City: Eastern Area,37.5,Very Poor,56TH ST,ADELAIDE AVE,EL CAJON BL,56TH ST|ADELAIDE AVE|EL CAJON BL,2463.0,2015-05-13,2323.3333333333335,3.0,0.05606611742424243,138.09084721590912
26495,913936.0,SS-019071-PV1,MORLEY FIELD DR,PARK BL,FLORIDA DR,1700.0,1998.0,1701.0,1999.0,92101.0,25.0,1176.7524,AC Improved,CL 2 LANE SUB-COLLECTOR,Balboa Park,80.85,Satisfactory,MORLEY FIELD DR,PARK BL,FLORIDA DR,MORLEY FIELD DR|FLORIDA DR|PARK BL,4936.0,2013-02-12,5197.0,3.0,0.22286977272727274,1100.0851981818182
14840,910290.0,SS-000657-PV1,30TH ST,UNIVERSITY AV,LINCOLN AV,3900.0,3998.0,3901.0,3999.0,92104.0,52.0,690.3834,AC Improved,CL 2 LANE COLLECTOR,North Park,84.78,Satisfactory,30TH ST,UNIVERSITY AVE,LINCOLN AVE,30TH ST|LINCOLN AVE|UNIVERSITY AVE,8491.0,2021-05-12,10876.25,4.0,0.13075443181818183,1110.235880568182
8480,907314.0,SS-019217-PV1,MT ALIFAN DR,MT BROSS AV,MT EVEREST BL,5000.0,5098.0,5001.0,5099.0,92111.0,40.0,264.0475,AC Improved,RES RESIDENTIAL LOCAL STREET,Clairemont Mesa,59.8,Fair,MT ALIFAN DR,MT BROSS AVE,MT EVEREST BL,MT ALIFAN DR|MT BROSS AVE|MT EVEREST BL,1690.0,2013-04-11,1705.0,2.0,0.050008996212121216,84.51520359848486
7775,925474.0,SS-025201-PV1,SOLEDAD RD,SAGEBRUSH RD,SOLEDAD MTN RD,5800.0,5898.0,5801.0,5899.0,92037.0,40.0,945.4963,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,La Jolla,26.2,Very Poor,SOLEDAD RD,SAGEBRUSH RD,SOLEDAD MTN RD,SOLEDAD RD|SAGEBRUSH RD|SOLEDAD MTN RD,2619.0,2013-10-24,2499.5,2.0,0.17907126893939393,468.9876533522727
18131,918402.0,SS-026118-PV1,TALBOT ST,SCOTT ST,ROSECRANS ST,2901.0,2999.0,2900.0,2998.0,92106.0,50.0,372.5868,AC Improved,CL 2 LANE SUB-COLLECTOR,Peninsula,56.17,Fair,TALBOT ST,SCOTT ST,ROSECRANS ST,TALBOT ST|ROSECRANS ST|SCOTT ST,5013.0,2013-04-25,4854.0,2.0,0.07056568181818182,353.74576295454546
5263,925150.0,SS-001689-PV1,ACTIVITY RD,CAM RUIZ,CLAYTON DR,8900.0,9098.0,8901.0,9099.0,92126.0,44.0,1284.5444,AC Improved,CL 2 LANE COLLECTOR,Mira Mesa,40.49,Poor,ACTIVITY RD,CAM RUIZ,CLAYTON DR,ACTIVITY RD|CAM RUIZ|CLAYTON DR,10901.0,2021-11-17,10901.0,1.0,0.24328492424242423,2652.0489591666665
24541,913190.0,SS-019105-PV1,MORRELL ST,BALBOA AV,HORNBLEND ST,4420.0,4448.0,4421.0,4449.0,92109.0,40.0,229.9277,AC Improved,RES RESIDENTIAL LOCAL STREET,Pacific Beach,94.0,Good,MORRELL ST,BALBOA AVE,HORNBLEND ST,MORRELL ST|BALBOA AVE|HORNBLEND ST,486.0,2015-04-09,580.5,2.0,0.043546912878787876,21.16379965909091
23836,912644.0,SS-012444-PV1,GOVERNOR DR,SCRIPPS ST,STADIUM ST,3250.0,3398.0,3251.0,3399.0,92122.0,32.0,613.6319,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,University,17.3,Serious,GOVERNOR DR,SCRIPPS ST,STADIUM ST,GOVERNOR DR|SCRIPPS ST|STADIUM ST,11247.0,2013-10-15,11288.5,2.0,0.11621816287878788,1307.1056778977272
24914,904071.0,SS-026986-PV1,TWAIN AV,FAIRMOUNT AV,MISSION GORGE RD,4300.0,4498.0,4301.0,4499.0,92120.0,48.0,1157.1155,AC Improved,CL 2 LANE SUB-COLLECTOR,Navajo,55.16,Fair,TWAIN AVE,FAIRMOUNT AVE,MISSION GORGE RD,TWAIN AVE|FAIRMOUNT AVE|MISSION GORGE RD,6713.0,2016-09-15,6596.5,4.0,0.2191506628787879,1471.1583999053032
26170,921403.0,SS-003347-PV1,BACON ST,NARRAGANSETT AV,NIAGARA AV,1800.0,1848.0,1801.0,1849.0,92107.0,36.0,378.8035,AC Improved,CL 2 LANE SUB-COLLECTOR,Ocean Beach,62.16,Fair,BACON ST,NARRAGANSETT AVE,NIAGARA AVE,BACON ST|NARRAGANSETT AVE|NIAGARA AVE,3517.0,2021-07-07,4461.75,4.0,0.07174308712121212,252.32043740530304
23119,912397.0,SS-024975-PV1,SIEMPRE VIVA RD,CACTUS RD,BRITANNIA BL,7000.0,7498.0,7001.0,7499.0,92154.0,20.0,2657.9664,AC Improved,RES RESIDENTIAL LOCAL STREET,Otay Mesa,47.87,Poor,SIEMPRE VIVA RD,CACTUS RD,BRITANNIA BL,SIEMPRE VIVA RD|BRITANNIA BL|CACTUS RD,2333.0,2016-12-08,2309.75,4.0,0.5034027272727273,1174.4385627272727
24197,912941.0,SS-003941-PV1,BELLEVUE AV,FORWARD ST,BIRD ROCK AV,5600.0,5698.0,5601.0,5699.0,92037.0,30.0,746.9317,AC Improved,RES RESIDENTIAL LOCAL STREET,La Jolla,89.6,Good,BELLEVUE AVE,FORWARD ST,BIRD ROCK AVE,BELLEVUE AVE|BIRD ROCK AVE|FORWARD ST,779.0,2012-07-31,836.6666666666666,3.0,0.14146433712121212,110.20071861742424
14546,917101.0,SS-029080-PV1,WORDEN ST,BOB ST,LELAND ST,2800.0,2998.0,2801.0,2999.0,92110.0,40.0,1102.4697,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Peninsula,55.4,Fair,WORDEN ST,BOB ST,LELAND ST,WORDEN ST|BOB ST|LELAND ST,6202.0,2022-06-16,6481.0,5.0,0.20880107954545457,1294.9842953409093
13957,910211.0,SS-009996-PV1,EL CAJON BL,GEORGIA ST,FLORIDA ST,1900.0,1998.0,1901.0,1999.0,92104.0,75.0,378.0012,AC Improved,MJ SIX LANE URBAN MAJOR,North Park,54.44,Poor,EL CAJON BL,GEORGIA ST,FLORIDA ST,EL CAJON BL|FLORIDA ST|GEORGIA ST,18519.0,2022-03-29,20726.666666666668,6.0,0.07159113636363636,1325.7962543181816
8124,907066.0,SS-027967-PV1,VIEWRIDGE AV,RIDGEHAVEN CT,BALBOA AV,4300.0,4498.0,4301.0,4499.0,92123.0,50.0,624.7047,AC Improved,CL 2 LANE COLLECTOR,Kearny Mesa,80.9,Satisfactory,VIEWRIDGE AVE,RIDGEHAVEN CT,BALBOA AVE,VIEWRIDGE AVE|BALBOA AVE|RIDGEHAVEN CT,5982.0,2021-12-21,5265.0,2.0,0.11831528409090909,707.7620294318182
23354,921103.0,SS-022206-PV1,POMERADO RD,RIOS RD,RANCHO BERNARDO RD,16700.0,16898.0,16701.0,16899.0,92128.0,82.0,1265.893,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Rancho Bernardo,56.95,Fair,POMERADO RD,RIOS RD,RANCHO BERNARDO RD,POMERADO RD|RANCHO BERNARDO RD|RIOS RD,17272.0,2018-03-28,18968.4,5.0,0.23975246212121212,4141.004525757576
24610,913245.0,SS-018502-PV1,MISSION BL,GARNET AV,FELSPAR ST,4500.0,4598.0,4501.0,4599.0,92109.0,60.0,353.1367,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Pacific Beach,51.59,Poor,MISSION BL,GARNET AVE,FELSPAR ST,MISSION BL|FELSPAR ST|GARNET AVE,20405.0,2014-07-30,19827.5,2.0,0.06688195075757576,1364.7262052083333
5320,925195.0,SS-005299-PV1,CABOT DR,MIRAMAR RD,ARJONS DR,9200.0,9548.0,9201.0,9549.0,92126.0,50.0,1828.6198,AC Improved,RES RESIDENTIAL LOCAL STREET,Mira Mesa,18.81,Serious,CABOT DR,MIRAMAR RD,ARJONS DR,CABOT DR|ARJONS DR|MIRAMAR RD,4221.0,2022-08-10,4235.857142857143,7.0,0.3463295075757576,1461.8568514772728
23893,912698.0,SS-026690-PV1,TORREY PINES RD,HERSCHEL AV,HIGH AV,1100.0,1198.0,1101.0,1199.0,92037.0,52.0,366.1489,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,La Jolla,82.58,Satisfactory,TORREY PINES RD,HERSCHEL AVE,HIGH AVE,TORREY PINES RD|HERSCHEL AVE|HIGH AVE,30355.0,2011-08-11,30355.0,1.0,0.06934638257575758,2105.0094430871213
7103,925358.0,SS-016997-PV1,LUNA AV,HIDALGO AV,JUTLAND DR,3000.0,3198.0,3001.0,3199.0,92117.0,40.0,1202.8119,AC Improved,CL 2 LANE COLLECTOR,Clairemont Mesa,75.54,Satisfactory,LUNA AVE,HIDALGO AVE,JUTLAND DR,LUNA AVE|HIDALGO AVE|JUTLAND DR,5820.0,2022-10-26,5328.142857142857,7.0,0.22780528409090908,1325.8267534090908
27340,921950.0,SS-014070-PV1,IMPERIAL AV,47TH ST,ESCUELA ST,4700.0,4738.0,4701.0,4739.0,92113.0,36.0,274.5215,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Encanto Neighborhoods,80.16,Satisfactory,IMPERIAL AVE,47TH ST,ESCUELA ST,IMPERIAL AVE|47TH ST|ESCUELA ST,37415.0,2015-06-02,38403.333333333336,3.0,0.05199270833333333,1945.3071822916665
22483,911802.0,SS-024396-PV1,SATURN BL,CORONADO (SB) AV,GROVE AV,1101.0,1293.0,1100.0,1294.0,92154.0,68.0,1338.5602,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Otay Mesa-Nestor,70.36,Satisfactory,SATURN BL,CORONADO AVE,GROVE AVE,SATURN BL|CORONADO AVE|GROVE AVE,9491.0,2014-10-22,9462.0,3.0,0.25351518939393936,2406.1126625378784
1436,923142.0,SS-021357-PV1,PASEO CARDIEL,PASEO MONTALBAN,VIA DAROCA,13700.0,13748.0,13701.0,13749.0,92129.0,40.0,264.7506,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Rancho Penasquitos,9.44,Failed,PASEO CARDIEL,PASEO MONTALBAN,VIA DAROCA,PASEO CARDIEL|PASEO MONTALBAN|VIA DAROCA,1972.0,2014-01-14,2281.0,2.0,0.05014215909090909,98.88033772727273
19845,919330.0,SS-014044-PV1,IMPERIAL AV,SAN JACINTO DR,53RD ST,5200.0,5298.0,5201.0,5299.0,92114.0,64.0,686.0,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Encanto Neighborhoods,82.22,Satisfactory,IMPERIAL AVE,SAN JACINTO DR,53RD ST,IMPERIAL AVE|53RD ST|SAN JACINTO DR,19450.0,2018-06-13,19450.0,1.0,0.12992424242424241,2527.026515151515
